Name,Employee ID,Service Center,Date,Reweigh Total,Reweigh Captured,Reweigh Percentage
Brenda Anderson,19927556,SHV,2023-08-30,13,0,0.0
Rachel Williams,82865659,FTW,2023-08-30,48,41,0.85
Dana Stewart,60786305,STX,2023-08-30,19,2,0.11
Sandra Harris,96132022,DAL,2023-08-30,23,3,0.13
James Roach,20716601,STX,2023-08-30,28,6,0.21
Anna Arnold,66814478,DAL,2023-08-30,88,11,0.12
Jose Mendoza,69637807,HOU,2023-08-30,10,10,1.0
Charles Lloyd,98201322,OKC,2023-08-30,2,1,0.5
Sheryl Hill,34639709,DAL,2023-08-30,34,1,0.03
David Murray,6339396,DAL,2023-08-30,11,3,0.27
Patricia Jackson,39617078,SHV,2023-08-30,56,31,0.55
Jordan Riggs,45897467,DAL,2023-08-30,2,2,1.0
Gregory Stewart,4886122,HOU,2023-08-30,8,2,0.25
Mark Collier,9309564,OKC,2023-08-30,1,0,0.0
Lauren Singleton,42856486,STX,2023-08-30,21,11,0.52
Ronald Duarte,50493362,SHV,2023-08-30,13,3,0.23
John White,93384238,STX,2023-08-30,46,3,0.07
Sandra Hopkins,48756022,DAL,2023-08-30,4,3,0.75
Jill Perez,18947956,DAL,2023-08-30,23,7,0.3
John Jones,77743148,HOU,2023-08-30,0,0,
Valerie Martinez,11650492,FTW,2023-08-30,56,1,0.02
Chelsea Maddox,66295315,STX,2023-08-30,1,1,1.0
Chase Hammond,23514686,FTW,2023-08-30,35,27,0.77
Dorothy Mcbride,83218580,DAL,2023-08-30,30,28,0.93
Barbara Ryan,17568007,DAL,2023-08-30,70,32,0.46
Lynn Hawkins,87449731,HOU,2023-08-30,6,0,0.0
Clarence Gonzalez,2392005,HOU,2023-08-30,6,2,0.33
Anna Smith,2526554,FTW,2023-08-30,8,8,1.0
Peggy Tate,30840273,FTW,2023-08-30,28,14,0.5
Matthew Miles,88643207,FTW,2023-08-30,17,2,0.12
Ruth Hansen,26410811,OKC,2023-08-30,51,7,0.14
Melissa Jones,92375666,FTW,2023-08-30,17,10,0.59
Jose Lloyd,56962859,FTW,2023-08-30,4,0,0.0
Travis Hernandez,31868090,DAL,2023-08-30,6,4,0.67
Elaine Flores,82308356,OKC,2023-08-30,1,0,0.0
Kiara Williams,9364733,FTW,2023-08-30,8,5,0.62
Erin Johnson,47665349,HOU,2023-08-30,42,24,0.57
Kimberly Lawson,16559716,SHV,2023-08-30,5,2,0.4
Mary Watson,6002164,HOU,2023-08-30,10,9,0.9
David Newton,67750878,STX,2023-08-30,17,8,0.47
Rachel Parsons,26264579,FTW,2023-08-30,12,3,0.25
Karen Mathis,27600905,HOU,2023-08-30,16,16,1.0
Jennifer Bowman,59486462,FTW,2023-08-30,15,11,0.73
Patrick Small,39057094,HOU,2023-08-30,116,116,1.0
Jeremy Fry,1481337,STX,2023-08-30,2,1,0.5
Denise Sanchez,58873729,SHV,2023-08-30,17,3,0.18
Miranda West,46967111,STX,2023-08-30,3,2,0.67
Jose Carroll,34218855,FTW,2023-08-30,12,11,0.92
Roberto Alexander,57320968,FTW,2023-08-30,23,14,0.61
Colin King,27389471,OKC,2023-08-30,7,1,0.14
Ethan Gallegos,3536701,HOU,2023-08-30,12,9,0.75
Brittany Webb,37390235,FTW,2023-08-30,3,3,1.0
Austin Herrera,60256606,STX,2023-08-30,5,5,1.0
Bryan Pham,7886301,STX,2023-08-30,18,10,0.56
Brian Taylor,75222115,FTW,2023-08-30,22,22,1.0
Jennifer Brown,57107385,DAL,2023-08-30,14,6,0.43
Tiffany Smith,69716341,SHV,2023-08-30,32,32,1.0
Kristy Jacobs,68190334,HOU,2023-08-30,10,9,0.9
Tony Powell,20879496,DAL,2023-08-30,20,18,0.9
Brandon Moreno,4793547,DAL,2023-08-30,12,0,0.0
Anna Nelson,14325942,SHV,2023-08-30,14,2,0.14
Jacob Carr,74843235,DAL,2023-08-30,3,3,1.0
Pamela Maldonado,81354516,STX,2023-08-30,35,20,0.57
Ryan Porter,34435132,OKC,2023-08-30,12,7,0.58
Hunter Munoz,80766757,OKC,2023-08-30,58,30,0.52
James Bartlett,92131686,OKC,2023-08-30,0,0,
John Woodward,43839176,DAL,2023-08-30,2,0,0.0
Tina Brown,60561543,DAL,2023-08-30,60,20,0.33
Tina Hernandez,72195856,STX,2023-08-30,3,1,0.33
Monique Ray,64606888,HOU,2023-08-30,14,2,0.14
Dave Graham,11267032,STX,2023-08-30,28,4,0.14
Timothy Mccormick,12800401,STX,2023-08-30,7,3,0.43
Adam Farmer,43978655,DAL,2023-08-30,52,0,0.0
Chris Madden,94850672,OKC,2023-08-30,17,5,0.29
Daniel Ibarra,42835825,HOU,2023-08-30,13,7,0.54
Gary Jennings,17112032,DAL,2023-08-30,11,9,0.82
Tracy Johnson,8933606,STX,2023-08-30,1,1,1.0
Sara Davis,40994287,FTW,2023-08-30,26,21,0.81
Michael Gonzales,94497229,DAL,2023-08-30,9,3,0.33
Michael Leach,87179195,STX,2023-08-30,5,3,0.6
Mark Flowers,41639238,HOU,2023-08-30,36,22,0.61
Janice Farmer,97058780,STX,2023-08-30,0,0,
Jacob Hood,31301588,FTW,2023-08-30,6,3,0.5
Elizabeth Stevenson,94871444,STX,2023-08-30,17,16,0.94
Tanner Romero,34636635,SHV,2023-08-30,64,32,0.5
Karen Wells,69335321,FTW,2023-08-30,47,35,0.74
Erik Thompson,49016266,HOU,2023-08-30,1,1,1.0
Rhonda Brooks,13604223,OKC,2023-08-30,24,24,1.0
Brandon Harrell,33123179,SHV,2023-08-30,18,17,0.94
Caitlin George,47685118,HOU,2023-08-30,0,0,
Eric Jackson,53018010,SHV,2023-08-30,21,9,0.43
Thomas Cummings,57246918,FTW,2023-08-30,16,8,0.5
Heather Fuller,16604091,STX,2023-08-30,20,19,0.95
Jimmy Ruiz,63589781,SHV,2023-08-30,23,1,0.04
Veronica Powell,36801459,OKC,2023-08-30,58,17,0.29
Wanda Stanton,4154277,STX,2023-08-30,55,9,0.16
Tami Cooke,14858504,DAL,2023-08-30,69,50,0.72
Lori Glover,31638930,FTW,2023-08-30,68,29,0.43
Cassandra Mckinney,6676986,FTW,2023-08-30,90,53,0.59
Amanda Edwards,65745320,OKC,2023-08-30,8,8,1.0
Stephanie Williams,94908655,STX,2023-08-30,21,5,0.24
Sean Jensen,35869513,OKC,2023-08-30,4,4,1.0
Vicki Lucas,12893340,DAL,2023-08-30,35,0,0.0
Chris Strong,75702629,HOU,2023-08-30,22,20,0.91
Melody Morris,47601713,STX,2023-08-30,22,14,0.64
Brent Farmer,88724736,HOU,2023-08-30,25,0,0.0
Kaitlyn Riley,59208620,FTW,2023-08-30,20,18,0.9
Hunter Woods,75028321,DAL,2023-08-30,14,8,0.57
Jared Brown,52539361,FTW,2023-08-30,20,20,1.0
Tammy Martinez,70842924,DAL,2023-08-30,21,9,0.43
Amy Griffin,18363974,FTW,2023-08-30,31,19,0.61
Susan Carlson,16135607,OKC,2023-08-30,24,2,0.08
Aaron Gaines,52252216,SHV,2023-08-30,3,0,0.0
Jacob Mccormick,72130366,SHV,2023-08-30,5,5,1.0
Timothy Doyle,7543154,FTW,2023-08-30,25,6,0.24
Alexandria Bass,21931263,SHV,2023-08-30,23,0,0.0
Monique Davis,39583203,STX,2023-08-30,5,4,0.8
James Rhodes,91962453,FTW,2023-08-30,35,16,0.46
Matthew Sanchez,96730712,FTW,2023-08-30,53,12,0.23
Seth Tran,26028559,SHV,2023-08-30,9,8,0.89
Jacob Taylor,82557048,SHV,2023-08-30,41,5,0.12
David West,97218182,FTW,2023-08-30,73,42,0.58
Christina Hernandez,73867417,OKC,2023-08-30,50,3,0.06
James Montoya,80808297,SHV,2023-08-30,22,20,0.91
James Cook,28080912,HOU,2023-08-30,42,12,0.29
Lisa Cox,85448011,OKC,2023-08-30,59,11,0.19
James Thompson,54275980,SHV,2023-08-30,19,8,0.42
Brandy Miller,17426573,DAL,2023-08-30,0,0,
Matthew Smith,33080142,STX,2023-08-30,0,0,
Jeffrey Smith,83152142,STX,2023-08-30,12,1,0.08
Bobby Cummings,30700646,HOU,2023-08-30,24,3,0.12
Sean Robertson,63184988,HOU,2023-08-30,26,9,0.35
Tammy Harris,75592235,STX,2023-08-30,7,1,0.14
Victoria Carlson,64573636,STX,2023-08-30,14,1,0.07
Ryan Brown,56185271,FTW,2023-08-30,10,7,0.7
Benjamin Stephens,34036186,DAL,2023-08-30,27,27,1.0
Douglas Nelson,7837865,OKC,2023-08-30,7,3,0.43
Monica Saunders,77624219,STX,2023-08-30,6,1,0.17
Anne French,35660979,DAL,2023-08-30,26,3,0.12
Brian Fisher,76391571,DAL,2023-08-30,30,7,0.23
Jeanne Williamson,71039737,DAL,2023-08-30,47,31,0.66
Douglas Nichols,77270999,SHV,2023-08-31,22,22,1.0
David Ford,9977034,FTW,2023-08-31,8,0,0.0
Sean Obrien,15537511,HOU,2023-08-31,3,1,0.33
Natalie Hopkins,40497336,SHV,2023-08-31,22,19,0.86
Stacy Turner,73458833,DAL,2023-08-31,1,1,1.0
James Harris,90946995,FTW,2023-08-31,16,11,0.69
Sarah Cook,26413709,SHV,2023-08-31,19,8,0.42
Amy Escobar,24798974,SHV,2023-08-31,35,0,0.0
Latoya Salazar,67499931,OKC,2023-08-31,8,1,0.12
Brenda Anderson,19927556,SHV,2023-08-31,18,7,0.39
Rachel Williams,82865659,FTW,2023-08-31,9,5,0.56
Dana Stewart,60786305,STX,2023-08-31,14,14,1.0
Sandra Harris,96132022,DAL,2023-08-31,3,1,0.33
James Roach,20716601,STX,2023-08-31,2,0,0.0
Anna Arnold,66814478,DAL,2023-08-31,82,10,0.12
Jose Mendoza,69637807,HOU,2023-08-31,27,8,0.3
Charles Lloyd,98201322,OKC,2023-08-31,62,46,0.74
Sheryl Hill,34639709,DAL,2023-08-31,33,30,0.91
David Murray,6339396,DAL,2023-08-31,9,3,0.33
Patricia Jackson,39617078,SHV,2023-08-31,9,1,0.11
Jordan Riggs,45897467,DAL,2023-08-31,58,0,0.0
Gregory Stewart,4886122,HOU,2023-08-31,19,1,0.05
Mark Collier,9309564,OKC,2023-08-31,12,9,0.75
Lauren Singleton,42856486,STX,2023-08-31,20,0,0.0
Ronald Duarte,50493362,SHV,2023-08-31,5,5,1.0
John White,93384238,STX,2023-08-31,2,1,0.5
Sandra Hopkins,48756022,DAL,2023-08-31,10,3,0.3
Jill Perez,18947956,DAL,2023-08-31,1,0,0.0
John Jones,77743148,HOU,2023-08-31,6,2,0.33
Valerie Martinez,11650492,FTW,2023-08-31,74,21,0.28
Chelsea Maddox,66295315,STX,2023-08-31,13,9,0.69
Chase Hammond,23514686,FTW,2023-08-31,50,1,0.02
Dorothy Mcbride,83218580,DAL,2023-08-31,14,1,0.07
Barbara Ryan,17568007,DAL,2023-08-31,64,13,0.2
Lynn Hawkins,87449731,HOU,2023-08-31,84,8,0.1
Clarence Gonzalez,2392005,HOU,2023-08-31,13,7,0.54
Anna Smith,2526554,FTW,2023-08-31,9,6,0.67
Peggy Tate,30840273,FTW,2023-08-31,4,4,1.0
Matthew Miles,88643207,FTW,2023-08-31,2,1,0.5
Ruth Hansen,26410811,OKC,2023-08-31,12,7,0.58
Melissa Jones,92375666,FTW,2023-08-31,72,22,0.31
Jose Lloyd,56962859,FTW,2023-08-31,20,0,0.0
Travis Hernandez,31868090,DAL,2023-08-31,1,0,0.0
Elaine Flores,82308356,OKC,2023-08-31,11,2,0.18
Kiara Williams,9364733,FTW,2023-08-31,2,2,1.0
Erin Johnson,47665349,HOU,2023-08-31,7,0,0.0
Kimberly Lawson,16559716,SHV,2023-08-31,15,5,0.33
Mary Watson,6002164,HOU,2023-08-31,36,8,0.22
David Newton,67750878,STX,2023-08-31,0,0,
Rachel Parsons,26264579,FTW,2023-08-31,73,55,0.75
Karen Mathis,27600905,HOU,2023-08-31,41,30,0.73
Jennifer Bowman,59486462,FTW,2023-08-31,10,0,0.0
Patrick Small,39057094,HOU,2023-08-31,2,0,0.0
Jeremy Fry,1481337,STX,2023-08-31,0,0,
Denise Sanchez,58873729,SHV,2023-08-31,8,1,0.12
Miranda West,46967111,STX,2023-08-31,5,4,0.8
Jose Carroll,34218855,FTW,2023-08-31,11,8,0.73
Roberto Alexander,57320968,FTW,2023-08-31,27,22,0.81
Colin King,27389471,OKC,2023-08-31,61,32,0.52
Ethan Gallegos,3536701,HOU,2023-08-31,15,10,0.67
Brittany Webb,37390235,FTW,2023-08-31,69,1,0.01
Austin Herrera,60256606,STX,2023-08-31,15,8,0.53
Bryan Pham,7886301,STX,2023-08-31,15,2,0.13
Brian Taylor,75222115,FTW,2023-08-31,7,3,0.43
Jennifer Brown,57107385,DAL,2023-08-31,3,2,0.67
Tiffany Smith,69716341,SHV,2023-08-31,0,0,
Kristy Jacobs,68190334,HOU,2023-08-31,5,3,0.6
Tony Powell,20879496,DAL,2023-08-31,3,3,1.0
Brandon Moreno,4793547,DAL,2023-08-31,12,0,0.0
Anna Nelson,14325942,SHV,2023-08-31,34,11,0.32
Jacob Carr,74843235,DAL,2023-08-31,54,32,0.59
Pamela Maldonado,81354516,STX,2023-08-31,22,6,0.27
Ryan Porter,34435132,OKC,2023-08-31,22,7,0.32
Hunter Munoz,80766757,OKC,2023-08-31,11,1,0.09
James Bartlett,92131686,OKC,2023-08-31,11,1,0.09
John Woodward,43839176,DAL,2023-08-31,1,0,0.0
Tina Brown,60561543,DAL,2023-08-31,0,0,
Tina Hernandez,72195856,STX,2023-08-31,26,2,0.08
Monique Ray,64606888,HOU,2023-08-31,26,3,0.12
Dave Graham,11267032,STX,2023-08-31,8,3,0.38
Timothy Mccormick,12800401,STX,2023-08-31,23,0,0.0
Adam Farmer,43978655,DAL,2023-08-31,35,12,0.34
Chris Madden,94850672,OKC,2023-08-31,6,3,0.5
Daniel Ibarra,42835825,HOU,2023-08-31,88,15,0.17
Gary Jennings,17112032,DAL,2023-08-31,5,4,0.8
Tracy Johnson,8933606,STX,2023-08-31,37,1,0.03
Sara Davis,40994287,FTW,2023-08-31,7,6,0.86
Michael Gonzales,94497229,DAL,2023-08-31,109,101,0.93
Michael Leach,87179195,STX,2023-08-31,12,3,0.25
Mark Flowers,41639238,HOU,2023-08-31,31,24,0.77
Janice Farmer,97058780,STX,2023-08-31,28,23,0.82
Jacob Hood,31301588,FTW,2023-08-31,14,14,1.0
Elizabeth Stevenson,94871444,STX,2023-08-31,11,9,0.82
Tanner Romero,34636635,SHV,2023-08-31,8,6,0.75
Karen Wells,69335321,FTW,2023-08-31,29,3,0.1
Erik Thompson,49016266,HOU,2023-08-31,13,12,0.92
Rhonda Brooks,13604223,OKC,2023-08-31,8,8,1.0
Brandon Harrell,33123179,SHV,2023-08-31,44,43,0.98
Caitlin George,47685118,HOU,2023-08-31,7,6,0.86
Eric Jackson,53018010,SHV,2023-08-31,1,1,1.0
Thomas Cummings,57246918,FTW,2023-08-31,16,1,0.06
Heather Fuller,16604091,STX,2023-08-31,36,34,0.94
Jimmy Ruiz,63589781,SHV,2023-08-31,67,42,0.63
Veronica Powell,36801459,OKC,2023-08-31,19,17,0.89
Wanda Stanton,4154277,STX,2023-08-31,26,9,0.35
Tami Cooke,14858504,DAL,2023-08-31,100,2,0.02
Lori Glover,31638930,FTW,2023-08-31,6,4,0.67
Cassandra Mckinney,6676986,FTW,2023-08-31,31,24,0.77
Amanda Edwards,65745320,OKC,2023-08-31,20,6,0.3
Stephanie Williams,94908655,STX,2023-08-31,5,1,0.2
Sean Jensen,35869513,OKC,2023-08-31,1,0,0.0
Vicki Lucas,12893340,DAL,2023-08-31,4,4,1.0
Chris Strong,75702629,HOU,2023-08-31,40,31,0.78
Melody Morris,47601713,STX,2023-08-31,9,0,0.0
Brent Farmer,88724736,HOU,2023-08-31,7,6,0.86
Kaitlyn Riley,59208620,FTW,2023-08-31,88,72,0.82
Hunter Woods,75028321,DAL,2023-08-31,18,13,0.72
Jared Brown,52539361,FTW,2023-08-31,8,2,0.25
Tammy Martinez,70842924,DAL,2023-08-31,11,3,0.27
Amy Griffin,18363974,FTW,2023-08-31,75,34,0.45
Susan Carlson,16135607,OKC,2023-08-31,8,8,1.0
Aaron Gaines,52252216,SHV,2023-08-31,22,14,0.64
Jacob Mccormick,72130366,SHV,2023-08-31,10,5,0.5
Timothy Doyle,7543154,FTW,2023-08-31,8,0,0.0
Alexandria Bass,21931263,SHV,2023-08-31,6,4,0.67
Monique Davis,39583203,STX,2023-08-31,92,8,0.09
James Rhodes,91962453,FTW,2023-08-31,17,10,0.59
Matthew Sanchez,96730712,FTW,2023-08-31,3,1,0.33
Seth Tran,26028559,SHV,2023-08-31,0,0,
Jacob Taylor,82557048,SHV,2023-08-31,18,7,0.39
David West,97218182,FTW,2023-08-31,8,7,0.88
Christina Hernandez,73867417,OKC,2023-08-31,19,1,0.05
James Montoya,80808297,SHV,2023-08-31,34,5,0.15
James Cook,28080912,HOU,2023-08-31,0,0,
Lisa Cox,85448011,OKC,2023-08-31,27,26,0.96
James Thompson,54275980,SHV,2023-08-31,13,9,0.69
Brandy Miller,17426573,DAL,2023-08-31,1,0,0.0
Matthew Smith,33080142,STX,2023-08-31,15,10,0.67
Jeffrey Smith,83152142,STX,2023-08-31,21,3,0.14
Bobby Cummings,30700646,HOU,2023-08-31,21,1,0.05
Sean Robertson,63184988,HOU,2023-08-31,5,3,0.6
Tammy Harris,75592235,STX,2023-08-31,41,29,0.71
Victoria Carlson,64573636,STX,2023-08-31,4,0,0.0
Ryan Brown,56185271,FTW,2023-08-31,9,8,0.89
Benjamin Stephens,34036186,DAL,2023-08-31,55,42,0.76
Douglas Nelson,7837865,OKC,2023-08-31,12,5,0.42
Monica Saunders,77624219,STX,2023-08-31,38,34,0.89
Anne French,35660979,DAL,2023-08-31,12,10,0.83
Brian Fisher,76391571,DAL,2023-08-31,3,0,0.0
Jeanne Williamson,71039737,DAL,2023-08-31,12,7,0.58
