Name,Employee ID,Service Center,Date,Bills per Hour,Handled Shipments,Damaged,First Punch to Scan,First Scan to Punch,Second Punch to Scan,Second Scan to Punch,Dock Time
Vicki Lucas,12893340,DAL,2023-08-28,9.1,21,1,11,2,4,14,2.31
Chris Strong,75702629,HOU,2023-08-28,4.5,35,1,10,7,14,15,7.78
Melody Morris,47601713,STX,2023-08-28,4.2,34,1,19,7,6,13,8.1
Brent Farmer,88724736,HOU,2023-08-28,10.6,61,0,12,10,27,14,5.75
Kaitlyn Riley,59208620,FTW,2023-08-28,5.8,45,0,10,8,11,5,7.76
Hunter Woods,75028321,DAL,2023-08-28,2.6,28,0,14,5,6,12,10.77
Jared Brown,52539361,FTW,2023-08-28,7.5,72,0,8,12,8,17,9.6
Tammy Martinez,70842924,DAL,2023-08-28,2.7,32,1,17,9,8,7,11.85
Amy Griffin,18363974,FTW,2023-08-28,1.0,9,1,2,11,8,6,9.0
Susan Carlson,16135607,OKC,2023-08-28,5.8,39,2,13,6,2,30,6.72
Aaron Gaines,52252216,SHV,2023-08-28,3.8,20,1,4,3,18,15,5.26
Jacob Mccormick,72130366,SHV,2023-08-28,10.8,67,0,17,17,6,8,6.2
Timothy Doyle,7543154,FTW,2023-08-28,5.7,13,1,5,13,14,19,2.28
Alexandria Bass,21931263,SHV,2023-08-28,4.1,29,1,8,5,18,9,7.07
Monique Davis,39583203,STX,2023-08-28,8.8,92,1,42,50,7,17,10.45
James Rhodes,91962453,FTW,2023-08-28,10.2,31,0,7,18,28,3,3.04
Matthew Sanchez,96730712,FTW,2023-08-28,3.5,30,0,3,3,29,5,8.57
Seth Tran,26028559,SHV,2023-08-28,2.9,34,1,13,18,3,17,11.72
Jacob Taylor,82557048,SHV,2023-08-28,8.7,35,0,10,7,18,6,4.02
David West,97218182,FTW,2023-08-28,2.2,18,1,9,8,5,7,8.18
Christina Hernandez,73867417,OKC,2023-08-28,5.4,46,0,6,12,12,39,8.52
James Montoya,80808297,SHV,2023-08-28,9.3,75,0,2,16,3,9,8.06
James Cook,28080912,HOU,2023-08-28,1.1,8,0,17,6,3,11,7.27
Lisa Cox,85448011,OKC,2023-08-28,5.5,37,1,10,12,15,15,6.73
James Thompson,54275980,SHV,2023-08-28,2.2,8,0,7,2,18,10,3.64
Brandy Miller,17426573,DAL,2023-08-28,9.2,61,0,19,18,18,3,6.63
Matthew Smith,33080142,STX,2023-08-28,10.9,126,1,18,6,13,60,11.56
Jeffrey Smith,83152142,STX,2023-08-28,6.4,35,1,19,2,6,8,5.47
Bobby Cummings,30700646,HOU,2023-08-28,8.3,89,1,15,16,18,13,10.72
Sean Robertson,63184988,HOU,2023-08-28,8.4,18,0,9,11,28,4,2.14
Tammy Harris,75592235,STX,2023-08-28,4.3,39,1,12,2,3,14,9.07
Victoria Carlson,64573636,STX,2023-08-28,5.2,19,3,31,66,16,69,3.65
Ryan Brown,56185271,FTW,2023-08-28,4.9,54,0,11,12,2,7,11.02
Benjamin Stephens,34036186,DAL,2023-08-28,1.3,6,0,17,11,15,17,4.62
Douglas Nelson,7837865,OKC,2023-08-28,3.5,13,0,10,7,7,15,3.71
Monica Saunders,77624219,STX,2023-08-28,6.5,41,1,3,2,2,3,6.31
Anne French,35660979,DAL,2023-08-28,11.5,67,1,12,6,17,13,5.83
Brian Fisher,76391571,DAL,2023-08-28,5.7,29,1,17,15,16,18,5.09
Jeanne Williamson,71039737,DAL,2023-08-28,3.6,16,0,15,16,7,10,4.44
Douglas Nichols,77270999,SHV,2023-08-29,6.5,61,0,7,14,34,9,9.38
David Ford,9977034,FTW,2023-08-29,2.5,20,1,5,7,7,14,8.0
Sean Obrien,15537511,HOU,2023-08-29,0.8,2,0,12,16,17,2,2.5
Natalie Hopkins,40497336,SHV,2023-08-29,6.0,36,1,15,8,54,26,6.0
Stacy Turner,73458833,DAL,2023-08-29,11.1,96,1,17,19,7,6,8.65
James Harris,90946995,FTW,2023-08-29,8.2,73,0,2,18,6,5,8.9
Sarah Cook,26413709,SHV,2023-08-29,11.7,58,0,2,16,18,8,4.96
Amy Escobar,24798974,SHV,2023-08-29,9.1,23,1,4,7,15,19,2.53
Latoya Salazar,67499931,OKC,2023-08-29,8.6,23,0,9,17,14,16,2.67
Brenda Anderson,19927556,SHV,2023-08-29,7.6,44,1,35,52,16,19,5.79
Rachel Williams,82865659,FTW,2023-08-29,4.2,29,1,18,17,3,8,6.9
Dana Stewart,60786305,STX,2023-08-29,1.3,7,0,5,12,2,14,5.38
Sandra Harris,96132022,DAL,2023-08-29,5.8,66,0,8,2,17,18,11.38
James Roach,20716601,STX,2023-08-29,6.5,39,1,7,19,18,7,6.0
Anna Arnold,66814478,DAL,2023-08-29,2.3,21,3,19,4,2,36,9.13
Jose Mendoza,69637807,HOU,2023-08-29,9.4,35,1,16,18,18,17,3.72
Charles Lloyd,98201322,OKC,2023-08-29,5.2,48,0,15,4,46,61,9.23
Sheryl Hill,34639709,DAL,2023-08-29,5.6,44,0,6,10,19,9,7.86
David Murray,6339396,DAL,2023-08-29,9.2,108,0,4,12,2,11,11.74
Patricia Jackson,39617078,SHV,2023-08-29,7.7,64,1,16,12,5,19,8.31
Jordan Riggs,45897467,DAL,2023-08-29,3.6,13,1,7,18,16,2,3.61
Gregory Stewart,4886122,HOU,2023-08-29,6.8,19,1,13,19,9,8,2.79
Mark Collier,9309564,OKC,2023-08-29,5.9,36,1,6,16,3,15,6.1
Lauren Singleton,42856486,STX,2023-08-29,3.8,45,1,9,19,14,11,11.84
Ronald Duarte,50493362,SHV,2023-08-29,9.7,91,1,12,6,56,2,9.38
John White,93384238,STX,2023-08-29,6.2,66,0,2,12,19,61,10.65
Sandra Hopkins,48756022,DAL,2023-08-29,3.1,34,0,46,30,15,15,10.97
Jill Perez,18947956,DAL,2023-08-29,9.8,38,1,12,9,12,4,3.88
John Jones,77743148,HOU,2023-08-29,10.2,40,0,17,11,4,5,3.92
Valerie Martinez,11650492,FTW,2023-08-29,6.8,44,0,19,4,35,11,6.47
Chelsea Maddox,66295315,STX,2023-08-29,2.9,25,1,5,14,15,14,8.62
Chase Hammond,23514686,FTW,2023-08-29,7.9,53,0,19,6,14,7,6.71
Dorothy Mcbride,83218580,DAL,2023-08-29,5.7,60,1,16,7,4,8,10.53
Barbara Ryan,17568007,DAL,2023-08-29,11.2,110,0,3,3,11,7,9.82
Lynn Hawkins,87449731,HOU,2023-08-29,0.7,2,0,3,3,5,4,2.86
Clarence Gonzalez,2392005,HOU,2023-08-29,2.0,13,0,6,18,14,13,6.5
Anna Smith,2526554,FTW,2023-08-29,6.2,46,3,15,10,16,46,7.42
Peggy Tate,30840273,FTW,2023-08-29,0.9,3,0,12,12,9,8,3.33
Matthew Miles,88643207,FTW,2023-08-29,5.9,46,1,16,19,16,2,7.8
Ruth Hansen,26410811,OKC,2023-08-29,1.6,18,0,12,7,16,11,11.25
Melissa Jones,92375666,FTW,2023-08-29,3.7,28,0,5,18,6,10,7.57
Jose Lloyd,56962859,FTW,2023-08-29,4.6,55,0,12,2,14,19,11.96
Travis Hernandez,31868090,DAL,2023-08-29,4.2,29,1,12,12,30,13,6.9
Elaine Flores,82308356,OKC,2023-08-29,7.5,45,1,40,21,4,6,6.0
Kiara Williams,9364733,FTW,2023-08-29,3.7,11,0,19,9,6,11,2.97
Erin Johnson,47665349,HOU,2023-08-29,8.5,60,0,3,7,15,41,7.06
Kimberly Lawson,16559716,SHV,2023-08-29,7.9,25,1,13,2,12,4,3.16
Mary Watson,6002164,HOU,2023-08-29,4.1,23,0,12,16,8,22,5.61
David Newton,67750878,STX,2023-08-29,10.7,39,0,5,13,26,16,3.64
Rachel Parsons,26264579,FTW,2023-08-29,1.1,2,1,3,7,11,11,1.82
Karen Mathis,27600905,HOU,2023-08-29,1.6,15,0,10,3,4,4,9.38
Jennifer Bowman,59486462,FTW,2023-08-29,6.2,32,1,15,12,15,11,5.16
Patrick Small,39057094,HOU,2023-08-29,4.6,30,0,3,16,12,12,6.52
Jeremy Fry,1481337,STX,2023-08-29,3.0,19,1,15,15,17,15,6.33
Denise Sanchez,58873729,SHV,2023-08-29,8.7,95,0,9,12,13,15,10.92
Miranda West,46967111,STX,2023-08-29,7.1,68,1,2,8,48,7,9.58
Jose Carroll,34218855,FTW,2023-08-29,8.6,26,0,2,9,5,12,3.02
Roberto Alexander,57320968,FTW,2023-08-29,9.7,79,1,15,2,3,4,8.14
Colin King,27389471,OKC,2023-08-29,3.4,6,3,15,12,10,37,1.76
Ethan Gallegos,3536701,HOU,2023-08-29,1.8,14,0,12,6,9,12,7.78
Brittany Webb,37390235,FTW,2023-08-29,5.3,52,1,53,67,6,14,9.81
Austin Herrera,60256606,STX,2023-08-29,6.4,44,0,17,18,8,16,6.88
Bryan Pham,7886301,STX,2023-08-29,1.1,9,0,5,13,13,13,8.18
Brian Taylor,75222115,FTW,2023-08-29,1.0,8,0,18,18,7,11,8.0
Jennifer Brown,57107385,DAL,2023-08-29,8.0,53,0,6,17,6,16,6.62
Tiffany Smith,69716341,SHV,2023-08-29,6.1,62,0,8,15,13,14,10.16
Kristy Jacobs,68190334,HOU,2023-08-29,2.2,9,1,14,19,19,16,4.09
Tony Powell,20879496,DAL,2023-08-29,7.8,75,1,11,7,9,8,9.62
Brandon Moreno,4793547,DAL,2023-08-29,1.2,13,1,6,13,21,7,10.83
Anna Nelson,14325942,SHV,2023-08-29,5.8,68,0,8,14,3,32,11.72
Jacob Carr,74843235,DAL,2023-08-29,0.9,4,1,17,9,7,13,4.44
Pamela Maldonado,81354516,STX,2023-08-29,7.3,20,1,2,5,9,3,2.74
Ryan Porter,34435132,OKC,2023-08-29,1.5,13,1,19,2,45,9,8.67
Hunter Munoz,80766757,OKC,2023-08-29,3.0,19,1,13,6,2,18,6.33
James Bartlett,92131686,OKC,2023-08-29,8.1,23,1,9,2,3,24,2.84
John Woodward,43839176,DAL,2023-08-29,5.7,15,1,15,15,4,9,2.63
Tina Brown,60561543,DAL,2023-08-29,8.9,17,0,4,7,19,5,1.91
Tina Hernandez,72195856,STX,2023-08-29,10.6,118,0,69,64,12,2,11.13
Monique Ray,64606888,HOU,2023-08-29,10.5,59,1,13,8,19,8,5.62
Dave Graham,11267032,STX,2023-08-29,7.5,27,0,16,15,19,6,3.6
Timothy Mccormick,12800401,STX,2023-08-29,2.9,32,2,19,13,13,57,11.03
Adam Farmer,43978655,DAL,2023-08-29,10.7,116,1,11,13,55,11,10.84
Chris Madden,94850672,OKC,2023-08-29,2.4,22,1,6,12,9,17,9.17
Daniel Ibarra,42835825,HOU,2023-08-29,11.0,95,1,7,6,17,2,8.64
Gary Jennings,17112032,DAL,2023-08-29,3.8,42,0,13,12,12,12,11.05
Tracy Johnson,8933606,STX,2023-08-29,10.9,107,1,17,8,10,4,9.82
Sara Davis,40994287,FTW,2023-08-29,7.8,30,1,2,9,2,4,3.85
Michael Gonzales,94497229,DAL,2023-08-29,8.4,79,1,15,9,15,15,9.4
Michael Leach,87179195,STX,2023-08-29,8.4,100,0,12,19,4,11,11.9
Mark Flowers,41639238,HOU,2023-08-29,8.1,61,0,12,9,16,4,7.53
Janice Farmer,97058780,STX,2023-08-29,1.1,9,1,14,3,15,15,8.18
Jacob Hood,31301588,FTW,2023-08-29,10.2,28,1,16,12,3,57,2.75
Elizabeth Stevenson,94871444,STX,2023-08-29,7.1,34,0,5,14,3,2,4.79
Tanner Romero,34636635,SHV,2023-08-29,5.9,25,1,19,15,17,13,4.24
Karen Wells,69335321,FTW,2023-08-29,7.1,68,0,48,41,22,15,9.58
Erik Thompson,49016266,HOU,2023-08-29,5.1,26,1,16,3,6,19,5.1
Rhonda Brooks,13604223,OKC,2023-08-29,2.2,8,1,6,8,32,5,3.64
Brandon Harrell,33123179,SHV,2023-08-29,6.6,78,1,13,17,8,3,11.82
Caitlin George,47685118,HOU,2023-08-29,11.6,59,1,19,13,17,19,5.09
Eric Jackson,53018010,SHV,2023-08-29,10.3,46,1,19,9,12,4,4.47
Thomas Cummings,57246918,FTW,2023-08-29,0.9,10,0,6,2,15,9,11.11
Heather Fuller,16604091,STX,2023-08-29,9.2,28,0,6,15,12,5,3.04
Jimmy Ruiz,63589781,SHV,2023-08-29,1.8,16,2,16,4,2,67,8.89
Veronica Powell,36801459,OKC,2023-08-29,3.4,15,1,12,15,14,65,4.41
Wanda Stanton,4154277,STX,2023-08-29,3.5,38,0,3,3,14,10,10.86
Tami Cooke,14858504,DAL,2023-08-29,5.2,35,1,7,16,17,13,6.73
Lori Glover,31638930,FTW,2023-08-29,8.0,29,1,18,5,19,13,3.62
Cassandra Mckinney,6676986,FTW,2023-08-29,3.7,21,1,6,7,36,2,5.68
Amanda Edwards,65745320,OKC,2023-08-29,2.4,10,0,16,10,14,6,4.17
Stephanie Williams,94908655,STX,2023-08-29,11.9,68,0,2,15,16,13,5.71
Sean Jensen,35869513,OKC,2023-08-29,2.7,31,0,8,7,19,18,11.48
Vicki Lucas,12893340,DAL,2023-08-29,9.5,61,0,35,65,8,17,6.42
Chris Strong,75702629,HOU,2023-08-29,9.6,46,1,13,19,18,17,4.79
Melody Morris,47601713,STX,2023-08-29,7.5,55,1,17,2,8,26,7.33
Brent Farmer,88724736,HOU,2023-08-29,11.2,66,1,16,8,13,14,5.89
Kaitlyn Riley,59208620,FTW,2023-08-29,3.8,44,1,18,19,14,18,11.58
Hunter Woods,75028321,DAL,2023-08-29,5.8,30,0,2,16,12,13,5.17
Jared Brown,52539361,FTW,2023-08-29,5.0,16,0,5,13,16,2,3.2
Tammy Martinez,70842924,DAL,2023-08-29,8.3,41,0,4,18,18,17,4.94
Amy Griffin,18363974,FTW,2023-08-29,5.2,11,0,9,19,2,7,2.12
Susan Carlson,16135607,OKC,2023-08-29,7.1,63,1,5,5,37,19,8.87
Aaron Gaines,52252216,SHV,2023-08-29,11.8,74,0,11,16,19,14,6.27
Jacob Mccormick,72130366,SHV,2023-08-29,2.9,7,0,15,9,3,4,2.41
Timothy Doyle,7543154,FTW,2023-08-29,9.3,76,0,9,8,17,4,8.17
Alexandria Bass,21931263,SHV,2023-08-29,9.1,73,2,2,5,10,38,8.02
Monique Davis,39583203,STX,2023-08-29,5.3,25,0,5,16,7,5,4.72
James Rhodes,91962453,FTW,2023-08-29,5.2,37,1,10,14,13,11,7.12
Matthew Sanchez,96730712,FTW,2023-08-29,2.7,9,1,14,5,4,9,3.33
Seth Tran,26028559,SHV,2023-08-29,8.7,56,0,53,49,11,13,6.44
Jacob Taylor,82557048,SHV,2023-08-29,0.8,1,0,15,12,14,3,1.25
David West,97218182,FTW,2023-08-29,4.3,38,1,12,3,19,11,8.84
Christina Hernandez,73867417,OKC,2023-08-29,1.6,16,1,12,14,10,17,10.0
James Montoya,80808297,SHV,2023-08-29,2.4,5,1,18,12,2,62,2.08
James Cook,28080912,HOU,2023-08-29,6.0,64,1,6,6,22,8,10.67
Lisa Cox,85448011,OKC,2023-08-29,9.5,56,0,19,19,4,12,5.89
James Thompson,54275980,SHV,2023-08-29,2.8,14,1,8,16,17,64,5.0
Brandy Miller,17426573,DAL,2023-08-29,4.6,52,1,16,9,7,5,11.3
Matthew Smith,33080142,STX,2023-08-29,7.6,39,0,12,6,17,12,5.13
Jeffrey Smith,83152142,STX,2023-08-29,10.5,22,0,10,9,16,16,2.1
Bobby Cummings,30700646,HOU,2023-08-29,5.3,49,1,13,16,15,6,9.25
Sean Robertson,63184988,HOU,2023-08-29,6.6,67,0,11,2,4,6,10.15
Tammy Harris,75592235,STX,2023-08-29,0.6,7,0,8,5,16,18,11.67
Victoria Carlson,64573636,STX,2023-08-29,10.8,36,0,2,10,10,18,3.33
Ryan Brown,56185271,FTW,2023-08-29,4.8,45,1,6,12,17,18,9.38
Benjamin Stephens,34036186,DAL,2023-08-29,8.1,34,1,13,8,59,6,4.2
Douglas Nelson,7837865,OKC,2023-08-29,1.3,11,1,56,23,8,10,8.46
Monica Saunders,77624219,STX,2023-08-29,11.3,63,2,13,16,25,36,5.58
Anne French,35660979,DAL,2023-08-29,7.6,55,1,4,17,6,4,7.24
Brian Fisher,76391571,DAL,2023-08-29,1.5,13,0,10,5,5,11,8.67
Jeanne Williamson,71039737,DAL,2023-08-29,9.1,74,0,18,8,18,14,8.13
Douglas Nichols,77270999,SHV,2023-08-30,6.1,16,1,19,3,2,7,2.62
David Ford,9977034,FTW,2023-08-30,6.9,69,0,11,6,4,18,10.0
Sean Obrien,15537511,HOU,2023-08-30,2.7,11,0,13,6,8,10,4.07
Natalie Hopkins,40497336,SHV,2023-08-30,11.7,104,1,9,4,17,13,8.89
Stacy Turner,73458833,DAL,2023-08-30,10.4,40,1,7,5,12,9,3.85
James Harris,90946995,FTW,2023-08-30,6.9,58,0,9,5,18,19,8.41
Sarah Cook,26413709,SHV,2023-08-30,8.1,26,0,6,14,2,8,3.21
Amy Escobar,24798974,SHV,2023-08-30,7.3,42,1,14,17,15,33,5.75
Latoya Salazar,67499931,OKC,2023-08-30,10.8,95,0,13,5,14,13,8.8
Brenda Anderson,19927556,SHV,2023-08-30,3.7,26,1,18,17,52,7,7.03
Rachel Williams,82865659,FTW,2023-08-30,11.4,72,0,15,8,2,9,6.32
Dana Stewart,60786305,STX,2023-08-30,6.7,19,1,10,5,3,53,2.84
Sandra Harris,96132022,DAL,2023-08-30,2.0,23,1,43,39,12,19,11.5
James Roach,20716601,STX,2023-08-30,10.1,65,1,7,17,12,13,6.44
Anna Arnold,66814478,DAL,2023-08-30,11.4,118,1,14,4,5,16,10.35
Jose Mendoza,69637807,HOU,2023-08-30,6.9,56,0,9,17,6,19,8.12
Charles Lloyd,98201322,OKC,2023-08-30,2.7,5,0,18,9,12,15,1.85
Sheryl Hill,34639709,DAL,2023-08-30,8.3,61,0,14,10,5,19,7.35
David Murray,6339396,DAL,2023-08-30,6.3,75,3,10,14,43,31,11.9
Patricia Jackson,39617078,SHV,2023-08-30,9.6,106,1,17,19,5,7,11.04
Jordan Riggs,45897467,DAL,2023-08-30,4.0,28,0,18,6,9,9,7.0
Gregory Stewart,4886122,HOU,2023-08-30,10.0,98,1,18,19,14,16,9.8
Mark Collier,9309564,OKC,2023-08-30,7.7,33,0,2,12,41,19,4.29
Lauren Singleton,42856486,STX,2023-08-30,5.7,31,0,14,6,15,4,5.44
Ronald Duarte,50493362,SHV,2023-08-30,7.3,23,0,6,12,15,10,3.15
John White,93384238,STX,2023-08-30,11.6,109,0,12,16,15,3,9.4
Sandra Hopkins,48756022,DAL,2023-08-30,2.4,9,1,5,6,3,10,3.75
Jill Perez,18947956,DAL,2023-08-30,11.2,37,1,14,10,10,10,3.3
John Jones,77743148,HOU,2023-08-30,0.6,5,1,4,8,7,19,8.33
Valerie Martinez,11650492,FTW,2023-08-30,8.9,60,0,66,21,14,21,6.74
Chelsea Maddox,66295315,STX,2023-08-30,9.2,59,1,14,11,6,2,6.41
Chase Hammond,23514686,FTW,2023-08-30,11.4,76,0,4,8,9,18,6.67
Dorothy Mcbride,83218580,DAL,2023-08-30,10.0,97,1,16,19,12,6,9.7
Barbara Ryan,17568007,DAL,2023-08-30,7.9,87,1,13,6,9,13,11.01
Lynn Hawkins,87449731,HOU,2023-08-30,10.3,28,1,19,17,18,18,2.72
Clarence Gonzalez,2392005,HOU,2023-08-30,3.0,22,1,2,4,51,3,7.33
Anna Smith,2526554,FTW,2023-08-30,2.6,26,0,12,12,3,10,10.0
Peggy Tate,30840273,FTW,2023-08-30,4.4,45,1,16,4,2,18,10.23
Matthew Miles,88643207,FTW,2023-08-30,11.3,25,0,4,8,14,4,2.21
Ruth Hansen,26410811,OKC,2023-08-30,9.7,88,0,5,3,9,6,9.07
Melissa Jones,92375666,FTW,2023-08-30,5.1,25,2,12,19,18,26,4.9
Jose Lloyd,56962859,FTW,2023-08-30,1.7,13,0,13,10,8,5,7.65
Travis Hernandez,31868090,DAL,2023-08-30,2.6,12,0,4,5,52,7,4.62
Elaine Flores,82308356,OKC,2023-08-30,11.2,83,1,7,5,17,13,7.41
Kiara Williams,9364733,FTW,2023-08-30,1.5,12,0,16,18,6,18,8.0
Erin Johnson,47665349,HOU,2023-08-30,7.6,45,1,16,12,13,10,5.92
Kimberly Lawson,16559716,SHV,2023-08-30,1.0,5,1,60,68,9,17,5.0
Mary Watson,6002164,HOU,2023-08-30,11.0,65,0,12,7,8,17,5.91
David Newton,67750878,STX,2023-08-30,9.4,59,1,13,8,31,17,6.28
Rachel Parsons,26264579,FTW,2023-08-30,5.9,70,0,9,6,16,17,11.86
Karen Mathis,27600905,HOU,2023-08-30,10.2,82,1,12,10,7,15,8.04
Jennifer Bowman,59486462,FTW,2023-08-30,6.9,18,1,19,7,6,21,2.61
Patrick Small,39057094,HOU,2023-08-30,11.4,119,0,16,4,10,16,10.44
Jeremy Fry,1481337,STX,2023-08-30,1.0,2,0,3,4,4,6,2.0
Denise Sanchez,58873729,SHV,2023-08-30,2.6,26,0,13,13,11,5,10.0
Miranda West,46967111,STX,2023-08-30,3.5,37,0,10,17,6,15,10.57
Jose Carroll,34218855,FTW,2023-08-30,8.7,83,1,12,15,14,11,9.54
Roberto Alexander,57320968,FTW,2023-08-30,11.0,112,1,7,18,5,12,10.18
Colin King,27389471,OKC,2023-08-30,2.0,11,1,3,6,18,8,5.5
Ethan Gallegos,3536701,HOU,2023-08-30,9.8,28,0,3,6,6,6,2.86
Brittany Webb,37390235,FTW,2023-08-30,2.0,7,1,7,17,11,14,3.5
Austin Herrera,60256606,STX,2023-08-30,6.0,20,0,17,11,39,7,3.33
Bryan Pham,7886301,STX,2023-08-30,11.2,24,3,17,15,10,31,2.14
Brian Taylor,75222115,FTW,2023-08-30,10.4,33,0,43,64,6,18,3.17
Jennifer Brown,57107385,DAL,2023-08-30,4.0,15,0,19,9,9,13,3.75
Tiffany Smith,69716341,SHV,2023-08-30,8.1,43,0,10,7,19,17,5.31
Kristy Jacobs,68190334,HOU,2023-08-30,4.7,46,1,2,9,43,19,9.79
Tony Powell,20879496,DAL,2023-08-30,9.7,34,0,5,4,14,7,3.51
Brandon Moreno,4793547,DAL,2023-08-30,11.8,42,1,11,14,8,11,3.56
Anna Nelson,14325942,SHV,2023-08-30,4.0,41,0,3,14,8,54,10.25
Jacob Carr,74843235,DAL,2023-08-30,5.9,20,1,18,10,2,19,3.39
Pamela Maldonado,81354516,STX,2023-08-30,6.2,40,0,8,19,14,13,6.45
Ryan Porter,34435132,OKC,2023-08-30,9.7,48,1,11,15,14,9,4.95
Hunter Munoz,80766757,OKC,2023-08-30,6.2,71,1,18,7,3,22,11.45
James Bartlett,92131686,OKC,2023-08-30,1.4,6,1,4,13,39,11,4.29
John Woodward,43839176,DAL,2023-08-30,1.2,6,0,2,19,9,6,5.0
Tina Brown,60561543,DAL,2023-08-30,7.0,76,1,5,11,14,11,10.86
Tina Hernandez,72195856,STX,2023-08-30,1.0,8,0,2,6,15,9,8.0
Monique Ray,64606888,HOU,2023-08-30,8.1,66,1,16,18,19,17,8.15
Dave Graham,11267032,STX,2023-08-30,5.9,46,1,7,11,11,7,7.8
Timothy Mccormick,12800401,STX,2023-08-30,11.1,89,1,28,57,11,2,8.02
Adam Farmer,43978655,DAL,2023-08-30,8.8,62,1,15,5,11,9,7.05
Chris Madden,94850672,OKC,2023-08-30,9.3,34,1,16,8,7,10,3.66
Daniel Ibarra,42835825,HOU,2023-08-30,8.0,77,1,11,6,17,14,9.62
Gary Jennings,17112032,DAL,2023-08-30,10.9,75,2,7,17,14,41,6.88
Tracy Johnson,8933606,STX,2023-08-30,3.1,17,0,10,4,3,8,5.48
Sara Davis,40994287,FTW,2023-08-30,9.3,102,1,12,2,6,5,10.97
Michael Gonzales,94497229,DAL,2023-08-30,9.9,48,0,18,17,50,16,4.85
Michael Leach,87179195,STX,2023-08-30,9.9,44,1,19,4,7,4,4.44
Mark Flowers,41639238,HOU,2023-08-30,11.7,88,0,15,3,14,10,7.52
Janice Farmer,97058780,STX,2023-08-30,2.3,11,1,8,18,45,4,4.78
Jacob Hood,31301588,FTW,2023-08-30,1.0,10,0,11,16,14,8,10.0
Elizabeth Stevenson,94871444,STX,2023-08-30,5.8,42,0,9,15,15,15,7.24
Tanner Romero,34636635,SHV,2023-08-30,8.0,64,0,13,5,4,6,8.0
Karen Wells,69335321,FTW,2023-08-30,7.2,64,0,16,16,3,3,8.89
Erik Thompson,49016266,HOU,2023-08-30,1.2,7,1,15,10,17,59,5.83
Rhonda Brooks,13604223,OKC,2023-08-30,3.5,24,1,8,3,8,8,6.86
Brandon Harrell,33123179,SHV,2023-08-30,7.3,31,1,60,61,15,10,4.25
Caitlin George,47685118,HOU,2023-08-30,4.4,24,1,15,16,3,35,5.45
Eric Jackson,53018010,SHV,2023-08-30,8.1,40,1,19,18,3,4,4.94
Thomas Cummings,57246918,FTW,2023-08-30,3.5,24,1,14,6,41,16,6.86
Heather Fuller,16604091,STX,2023-08-30,7.2,72,0,6,12,5,18,10.0
Jimmy Ruiz,63589781,SHV,2023-08-30,6.1,36,0,9,10,9,16,5.9
Veronica Powell,36801459,OKC,2023-08-30,5.4,61,1,15,8,16,15,11.3
Wanda Stanton,4154277,STX,2023-08-30,9.0,87,1,15,6,3,4,9.67
Tami Cooke,14858504,DAL,2023-08-30,7.8,88,0,16,17,18,6,11.28
Lori Glover,31638930,FTW,2023-08-30,6.7,68,3,6,16,17,37,10.15
Cassandra Mckinney,6676986,FTW,2023-08-30,8.9,97,0,11,19,12,6,10.9
Amanda Edwards,65745320,OKC,2023-08-30,2.6,11,0,16,17,5,14,4.23
Stephanie Williams,94908655,STX,2023-08-30,7.0,33,0,6,5,12,18,4.71
Sean Jensen,35869513,OKC,2023-08-30,1.2,4,0,3,2,4,11,3.33
Vicki Lucas,12893340,DAL,2023-08-30,11.4,63,0,19,8,17,18,5.53
Chris Strong,75702629,HOU,2023-08-30,9.8,48,0,9,4,16,5,4.9
Melody Morris,47601713,STX,2023-08-30,9.7,37,1,5,17,63,16,3.81
Brent Farmer,88724736,HOU,2023-08-30,8.0,28,1,67,67,35,10,3.5
Kaitlyn Riley,59208620,FTW,2023-08-30,8.3,40,1,16,7,19,5,4.82
Hunter Woods,75028321,DAL,2023-08-30,7.4,53,1,7,4,6,6,7.16
Jared Brown,52539361,FTW,2023-08-30,2.6,28,0,8,10,15,48,10.77
Tammy Martinez,70842924,DAL,2023-08-30,6.3,27,0,15,18,7,2,4.29
Amy Griffin,18363974,FTW,2023-08-30,7.2,41,1,5,14,7,10,5.69
Susan Carlson,16135607,OKC,2023-08-30,11.0,128,0,12,7,5,5,11.64
Aaron Gaines,52252216,SHV,2023-08-30,0.5,4,1,3,9,15,6,8.0
Jacob Mccormick,72130366,SHV,2023-08-30,4.5,11,1,10,16,12,6,2.44
Timothy Doyle,7543154,FTW,2023-08-30,8.2,61,0,4,15,11,18,7.44
Alexandria Bass,21931263,SHV,2023-08-30,3.3,36,0,18,16,3,3,10.91
Monique Davis,39583203,STX,2023-08-30,2.5,5,1,14,3,3,3,2.0
James Rhodes,91962453,FTW,2023-08-30,4.9,45,0,9,8,24,19,9.18
Matthew Sanchez,96730712,FTW,2023-08-30,9.3,61,0,14,17,10,36,6.56
Seth Tran,26028559,SHV,2023-08-30,7.7,60,3,5,10,5,29,7.79
Jacob Taylor,82557048,SHV,2023-08-30,10.1,60,0,7,16,12,18,5.94
David West,97218182,FTW,2023-08-30,7.1,73,0,8,8,14,11,10.28
Christina Hernandez,73867417,OKC,2023-08-30,10.1,104,1,52,30,10,18,10.3
James Montoya,80808297,SHV,2023-08-30,4.9,25,1,8,7,8,16,5.1
James Cook,28080912,HOU,2023-08-30,9.3,58,1,19,16,2,11,6.24
